record_id,season_end_year,player,squad,comp,primary_position,age,min_playing,position_group,kmeans_cluster,gmm_cluster,hdbscan_cluster,hierarchical_cluster,dbscan_cluster,ensemble_cluster,kmeans_role,gmm_role,hdbscan_role
6412,2022,Toni Moya,Alavés,La Liga,MF,23.0,1386.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6413,2022,Ximo Navarro,Alavés,La Liga,DF,31.0,1347.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
6414,2022,Fernando Pacheco,Alavés,La Liga,GK,29.0,3053.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6415,2022,Tomás Pina Isla,Alavés,La Liga,MF,33.0,1444.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6416,2022,Pere Pons,Alavés,La Liga,MF,28.0,1366.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6417,2022,Luis Rioja,Alavés,La Liga,MF,27.0,3111.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6418,2022,Nahuel Tenaglia,Alavés,La Liga,DF,25.0,1073.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
6419,2022,Mohamed Ali Cho,Angers,Ligue 1,FW,17.0,1837.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6420,2022,Stéphane Bahoken,Angers,Ligue 1,FW,29.0,1099.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6421,2022,Nabil Bentaleb,Angers,Ligue 1,MF,26.0,1515.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6422,2022,Paul Bernardoni,Angers,Ligue 1,GK,24.0,1170.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
6423,2022,Sofiane Boufal,Angers,Ligue 1,FW,27.0,2330.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
6424,2022,Jimmy Cabot,Angers,Ligue 1,DF,27.0,2008.0,DEF,0,2,6,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback/Pressing
6425,2022,Pierrick Capelle,Angers,Ligue 1,MF,34.0,1193.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6426,2022,Souleyman Doumbia,Angers,Ligue 1,DF,24.0,2219.0,DEF,1,0,6,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Crossing Fullback/Pressing
6427,2022,Enzo Ebosse,Angers,Ligue 1,DF,22.0,1890.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6428,2022,Angelo Fulgini,Angers,Ligue 1,MF,24.0,2929.0,MID,2,1,0,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Crossing
6429,2022,Vincent Manceau,Angers,Ligue 1,DF,32.0,2361.0,DEF,1,0,1,2,-1,0,Balanced Defender,Defensive Defender/Pressing,Balanced Defender
6430,2022,Anthony Mandrea,Angers,Ligue 1,GK,24.0,900.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
6431,2022,Thomas Mangani,Angers,Ligue 1,MF,34.0,2193.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6432,2022,Batista Mendy,Angers,Ligue 1,MF,21.0,2413.0,MID,1,1,1,2,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6433,2022,Azzedine Ounahi,Angers,Ligue 1,MF,21.0,1633.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6434,2022,Mathias Pereira Lage,Angers,Ligue 1,DF,24.0,1040.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6435,2022,Danijel Petković,Angers,Ligue 1,GK,28.0,1350.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
6436,2022,Romain Thomas,Angers,Ligue 1,DF,33.0,2563.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6437,2022,Ismaël Traoré,Angers,Ligue 1,DF,34.0,3215.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6438,2022,Andrés Andrade Cedeño,Arminia,Bundesliga,DF,22.0,1046.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6439,2022,Jacob Barrett Laursen,Arminia,Bundesliga,DF,26.0,1632.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6440,2022,Cédric Brunner,Arminia,Bundesliga,DF,27.0,2183.0,DEF,0,1,2,0,-1,0,Crossing Fullback,Balanced Defender,Crossing Fullback
6441,2022,Robin Hack,Arminia,Bundesliga,FW,22.0,1364.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
6442,2022,Fabian Klos,Arminia,Bundesliga,FW,33.0,1420.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6443,2022,Florian Krüger,Arminia,Bundesliga,FW,22.0,1129.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
6444,2022,Fabian Kunze,Arminia,Bundesliga,MF,23.0,1260.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6445,2022,Joakim Nilsson,Arminia,Bundesliga,DF,27.0,2735.0,DEF,2,1,0,2,-1,2,Defensive Defender/Pressing,Balanced Defender,Defensive Defender
6446,2022,Masaya Okugawa,Arminia,Bundesliga,MF,25.0,2531.0,MID,0,0,1,2,-1,0,Balanced Midfielder,Crossing/Attacking Midfielder,Balanced Midfielder
6447,2022,Stefan Ortega,Arminia,Bundesliga,GK,28.0,2970.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6448,2022,Amos Pieper,Arminia,Bundesliga,DF,23.0,2379.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6449,2022,Manuel Prietl,Arminia,Bundesliga,MF,29.0,2123.0,MID,0,1,1,0,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6450,2022,Guilherme Ramos,Arminia,Bundesliga,DF,23.0,906.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6451,2022,Alessandro Schöpf,Arminia,Bundesliga,MF,27.0,2397.0,MID,0,1,1,0,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6452,2022,Janni Serra,Arminia,Bundesliga,FW,23.0,1117.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6453,2022,Sebastian Vasiliadis,Arminia,Bundesliga,MF,23.0,1193.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6454,2022,Patrick Wimmer,Arminia,Bundesliga,FW,20.0,2052.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
6455,2022,Pierre-Emerick Aubameyang,Arsenal,Premier League,FW,32.0,1037.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
6456,2022,Alexandre Lacazette,Arsenal,Premier League,FW,30.0,1782.0,FWD,1,2,-1,1,-1,1,Balanced Forward,Clinical Finisher,Unassigned/Noise
6457,2022,Gabriel Magalhães,Arsenal,Premier League,DF,23.0,3063.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6458,2022,Gabriel Martinelli,Arsenal,Premier League,FW,20.0,1860.0,FWD,0,1,-1,0,-1,0,Crossing Winger,Balanced Forward,Unassigned/Noise
6459,2022,Thomas Partey,Arsenal,Premier League,MF,28.0,2028.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6460,2022,Aaron Ramsdale,Arsenal,Premier League,GK,23.0,3060.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
6461,2022,Bukayo Saka,Arsenal,Premier League,FW,19.0,2978.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
6462,2022,Albert Sambi Lokonga,Arsenal,Premier League,MF,21.0,1134.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6463,2022,Emile Smith Rowe,Arsenal,Premier League,MF,21.0,1921.0,MID,2,0,1,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
6464,2022,Cédric Soares,Arsenal,Premier League,DF,29.0,1486.0,DEF,1,2,2,0,-1,0,Balanced Defender,Crossing Fullback,Crossing Fullback
6465,2022,Nuno Tavares,Arsenal,Premier League,DF,21.0,1176.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6466,2022,Kieran Tierney,Arsenal,Premier League,DF,24.0,1915.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6467,2022,Takehiro Tomiyasu,Arsenal,Premier League,DF,22.0,1679.0,DEF,1,0,7,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Crossing Fullback/Progressive Fullback
6468,2022,Ben White,Arsenal,Premier League,DF,23.0,2880.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6469,2022,Granit Xhaka,Arsenal,Premier League,MF,28.0,2327.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6470,2022,Martin Ødegaard,Arsenal,Premier League,MF,22.0,2785.0,MID,2,0,0,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Crossing
6471,2022,Emi Buendía,Aston Villa,Premier League,MF,24.0,1899.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6472,2022,Matty Cash,Aston Villa,Premier League,DF,23.0,3377.0,DEF,0,1,4,1,-1,1,Crossing Fullback,Balanced Defender,Progressive Fullback/Ball-Playing Defender
6473,2022,Philippe Coutinho,Aston Villa,Premier League,MF,29.0,1329.0,MID,2,1,1,2,-1,2,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6474,2022,Lucas Digne,Aston Villa,Premier League,DF,28.0,1269.0,DEF,0,2,2,0,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
6475,2022,Danny Ings,Aston Villa,Premier League,FW,29.0,1898.0,FWD,2,1,-1,2,-1,2,Clinical Finisher,Balanced Forward,Unassigned/Noise
6476,2022,Ezri Konsa,Aston Villa,Premier League,DF,23.0,2477.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6477,2022,Douglas Luiz,Aston Villa,Premier League,MF,23.0,2715.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6478,2022,Emiliano Martínez,Aston Villa,Premier League,GK,28.0,3240.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6479,2022,John McGinn,Aston Villa,Premier League,MF,26.0,3090.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6480,2022,Tyrone Mings,Aston Villa,Premier League,DF,28.0,3189.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6481,2022,Marvelous Nakamba,Aston Villa,Premier League,MF,27.0,904.0,MID,0,0,1,2,-1,0,Balanced Midfielder,Crossing/Attacking Midfielder,Balanced Midfielder
6482,2022,Jacob Ramsey,Aston Villa,Premier League,MF,20.0,2467.0,MID,1,1,1,2,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6483,2022,Matt Targett,Aston Villa,Premier League,DF,25.0,1431.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6484,2022,Ollie Watkins,Aston Villa,Premier League,FW,25.0,2952.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
6485,2022,Ashley Young,Aston Villa,Premier League,DF,36.0,1250.0,DEF,1,1,2,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback
6486,2022,Merih Demiral,Atalanta,Serie A,DF,23.0,1917.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6487,2022,Berat Djimsiti,Atalanta,Serie A,DF,28.0,2256.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6488,2022,Remo Freuler,Atalanta,Serie A,MF,29.0,2369.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6489,2022,Hans Hateboer,Atalanta,Serie A,DF,27.0,1386.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
6490,2022,Teun Koopmeiners,Atalanta,Serie A,MF,23.0,2126.0,MID,2,1,1,0,-1,0,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6491,2022,José Luis Palomino,Atalanta,Serie A,DF,31.0,2672.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6492,2022,Ruslan Malinovskyi,Atalanta,Serie A,MF,28.0,1592.0,MID,2,1,0,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Crossing
6493,2022,Luis Muriel,Atalanta,Serie A,FW,30.0,1539.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
6494,2022,Juan Musso,Atalanta,Serie A,GK,27.0,2932.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
6495,2022,Joakim Mæhle,Atalanta,Serie A,DF,24.0,1471.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6496,2022,Mario Pašalić,Atalanta,Serie A,MF,26.0,2002.0,MID,2,0,1,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
6497,2022,Matteo Pessina,Atalanta,Serie A,MF,24.0,1438.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6498,2022,Giuseppe Pezzella,Atalanta,Serie A,DF,23.0,1072.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
6499,2022,Marten de Roon,Atalanta,Serie A,MF,30.0,2548.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6500,2022,Rafael Tolói,Atalanta,Serie A,DF,30.0,1438.0,DEF,1,1,0,2,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6501,2022,Duván Zapata,Atalanta,Serie A,FW,30.0,1722.0,FWD,2,2,6,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher
6502,2022,Davide Zappacosta,Atalanta,Serie A,DF,29.0,2345.0,DEF,0,1,-1,1,-1,1,Crossing Fullback,Balanced Defender,Unassigned/Noise
6503,2022,Yeray Álvarez,Athletic Club,La Liga,DF,26.0,1860.0,DEF,2,0,1,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Balanced Defender
6504,2022,Mikel Balenziaga,Athletic Club,La Liga,DF,33.0,2027.0,DEF,1,0,-1,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Unassigned/Noise
6505,2022,Yuri Berchiche,Athletic Club,La Liga,DF,31.0,1015.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6506,2022,Álex Berenguer,Athletic Club,La Liga,MF,26.0,2168.0,MID,2,1,0,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Crossing
6507,2022,Dani García,Athletic Club,La Liga,MF,31.0,2177.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6508,2022,Raúl García,Athletic Club,La Liga,FW,35.0,1802.0,FWD,2,1,-1,1,-1,1,Clinical Finisher,Balanced Forward,Unassigned/Noise
6509,2022,Iñigo Lekue,Athletic Club,La Liga,DF,28.0,1925.0,DEF,1,0,-1,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Unassigned/Noise
6510,2022,Óscar de Marcos,Athletic Club,La Liga,DF,32.0,1679.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6511,2022,Iñigo Martínez,Athletic Club,La Liga,DF,30.0,2341.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6512,2022,Iker Muniain,Athletic Club,La Liga,MF,28.0,2785.0,MID,2,0,0,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Crossing
6513,2022,Oihan Sancet,Athletic Club,La Liga,FW,21.0,1422.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
6514,2022,Unai Simón,Athletic Club,La Liga,GK,24.0,3060.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
6515,2022,Unai Vencedor Paris,Athletic Club,La Liga,MF,20.0,2383.0,MID,0,1,1,0,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6516,2022,Mikel Vesga,Athletic Club,La Liga,MF,28.0,1358.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6517,2022,Daniel Vivian,Athletic Club,La Liga,DF,22.0,1986.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6518,2022,Iñaki Williams,Athletic Club,La Liga,FW,27.0,2777.0,FWD,2,2,-1,2,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
6519,2022,Nico Williams,Athletic Club,La Liga,MF,19.0,1337.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6520,2022,Oier Zarraga,Athletic Club,La Liga,MF,22.0,1166.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6521,2022,Yannick Carrasco,Atlético Madrid,La Liga,FW,27.0,2583.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
6522,2022,Ángel Correa,Atlético Madrid,La Liga,FW,26.0,1856.0,FWD,2,2,-1,0,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
6523,2022,Matheus Cunha,Atlético Madrid,La Liga,FW,22.0,1063.0,FWD,2,1,-1,1,-1,1,Clinical Finisher,Balanced Forward,Unassigned/Noise
6524,2022,Rodrigo De Paul,Atlético Madrid,La Liga,MF,27.0,2151.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6525,2022,Felipe,Atlético Madrid,La Liga,DF,32.0,1504.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6526,2022,João Félix,Atlético Madrid,La Liga,FW,21.0,1263.0,FWD,2,1,-1,1,-1,1,Clinical Finisher,Balanced Forward,Unassigned/Noise
6527,2022,Antoine Griezmann,Atlético Madrid,La Liga,FW,30.0,1695.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
6528,2022,Mario Hermoso,Atlético Madrid,La Liga,DF,26.0,1865.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6529,2022,Koke,Atlético Madrid,La Liga,MF,29.0,2508.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6530,2022,Geoffrey Kondogbia,Atlético Madrid,La Liga,MF,28.0,1882.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6531,2022,Thomas Lemar,Atlético Madrid,La Liga,MF,25.0,1440.0,MID,2,1,1,2,-1,2,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6532,2022,Marcos Llorente,Atlético Madrid,La Liga,MF,26.0,2447.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6533,2022,Renan Lodi,Atlético Madrid,La Liga,DF,23.0,1181.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6534,2022,Reinildo Mandava,Atlético Madrid,La Liga,DF,27.0,1298.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6535,2022,José María Giménez,Atlético Madrid,La Liga,DF,26.0,2042.0,DEF,1,0,0,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Defensive Defender
6536,2022,Jan Oblak,Atlético Madrid,La Liga,GK,28.0,3420.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
6537,2022,Stefan Savić,Atlético Madrid,La Liga,DF,30.0,2440.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6538,2022,Luis Suárez,Atlético Madrid,La Liga,FW,34.0,1835.0,FWD,2,2,-1,1,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
6539,2022,Kieran Trippier,Atlético Madrid,La Liga,DF,30.0,976.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6540,2022,Šime Vrsaljko,Atlético Madrid,La Liga,DF,29.0,914.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6541,2022,Daniel Caligiuri,Augsburg,Bundesliga,DF,33.0,2004.0,DEF,0,2,2,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
6542,2022,Niklas Dorsch,Augsburg,Bundesliga,MF,23.0,2324.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6543,2022,Rafał Gikiewicz,Augsburg,Bundesliga,GK,33.0,3060.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6544,2022,Jeffrey Gouweleeuw,Augsburg,Bundesliga,DF,30.0,2576.0,DEF,2,2,0,2,-1,2,Defensive Defender/Pressing,Crossing Fullback,Defensive Defender
6545,2022,Michael Gregoritsch,Augsburg,Bundesliga,FW,27.0,1392.0,FWD,1,2,-1,2,-1,2,Balanced Forward,Clinical Finisher,Unassigned/Noise
6546,2022,Carlos Gruezo,Augsburg,Bundesliga,MF,26.0,970.0,MID,0,0,1,2,-1,0,Balanced Midfielder,Crossing/Attacking Midfielder,Balanced Midfielder
6547,2022,Robert Gumny,Augsburg,Bundesliga,DF,23.0,2272.0,DEF,1,0,1,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Balanced Defender
6548,2022,André Hahn,Augsburg,Bundesliga,MF,30.0,2101.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6549,2022,Iago,Augsburg,Bundesliga,DF,24.0,2174.0,DEF,0,1,-1,1,-1,1,Crossing Fullback,Balanced Defender,Unassigned/Noise
6550,2022,Arne Maier,Augsburg,Bundesliga,MF,22.0,1864.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6551,2022,Florian Niederlechner,Augsburg,Bundesliga,FW,30.0,1165.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6552,2022,Reece Oxford,Augsburg,Bundesliga,DF,22.0,2693.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6553,2022,Mads Pedersen,Augsburg,Bundesliga,MF,24.0,1391.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6554,2022,Ruben Vargas,Augsburg,Bundesliga,MF,22.0,1984.0,MID,0,1,1,1,-1,1,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6555,2022,Andi Zeqiri,Augsburg,Bundesliga,FW,22.0,1016.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6556,2022,Jordi Alba,Barcelona,La Liga,DF,32.0,2644.0,DEF,0,2,4,1,-1,0,Crossing Fullback,Crossing Fullback,Progressive Fullback/Ball-Playing Defender
6557,2022,Dani Alves,Barcelona,La Liga,DF,38.0,1098.0,DEF,0,2,2,0,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
6558,2022,Ronald Araújo,Barcelona,La Liga,DF,22.0,2272.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6559,2022,Pierre-Emerick Aubameyang,Barcelona,La Liga,FW,32.0,1082.0,FWD,2,2,7,1,-1,2,Clinical Finisher,Clinical Finisher,Balanced Forward
6560,2022,Sergio Busquets,Barcelona,La Liga,MF,33.0,3198.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6561,2022,Ousmane Dembélé,Barcelona,La Liga,FW,24.0,1409.0,FWD,0,0,-1,0,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
6562,2022,Sergiño Dest,Barcelona,La Liga,DF,20.0,1512.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
6563,2022,Eric García,Barcelona,La Liga,DF,20.0,2039.0,DEF,1,1,0,2,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6564,2022,Gavi,Barcelona,La Liga,MF,16.0,2316.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6565,2022,Nicolás González,Barcelona,La Liga,MF,19.0,1114.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6566,2022,Frenkie de Jong,Barcelona,La Liga,MF,24.0,2476.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6567,2022,Memphis,Barcelona,La Liga,FW,27.0,1851.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
6568,2022,Gerard Piqué,Barcelona,La Liga,DF,34.0,2092.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6569,2022,Marc-André ter Stegen,Barcelona,La Liga,GK,29.0,3150.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
6570,2022,Ferrán Torres,Barcelona,La Liga,FW,21.0,1412.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6571,2022,Kingsley Coman,Bayern Munich,Bundesliga,FW,25.0,1359.0,FWD,1,1,-1,0,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
