record_id,season_end_year,player,squad,comp,primary_position,age,min_playing,position_group,kmeans_cluster,gmm_cluster,hdbscan_cluster,hierarchical_cluster,dbscan_cluster,ensemble_cluster,kmeans_role,gmm_role,hdbscan_role
6572,2022,Alphonso Davies,Bayern Munich,Bundesliga,DF,20.0,1740.0,DEF,0,1,6,1,-1,1,Crossing Fullback,Balanced Defender,Crossing Fullback/Pressing
6573,2022,Serge Gnabry,Bayern Munich,Bundesliga,FW,26.0,2185.0,FWD,0,0,-1,2,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
6574,2022,Leon Goretzka,Bayern Munich,Bundesliga,MF,26.0,1396.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6575,2022,Lucas Hernández,Bayern Munich,Bundesliga,DF,25.0,2030.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6576,2022,Joshua Kimmich,Bayern Munich,Bundesliga,MF,26.0,2474.0,MID,2,0,1,0,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
6577,2022,Robert Lewandowski,Bayern Munich,Bundesliga,FW,32.0,2946.0,FWD,2,2,-1,2,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
6578,2022,Thomas Müller,Bayern Munich,Bundesliga,MF,31.0,2558.0,MID,2,0,0,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Crossing
6579,2022,Jamal Musiala,Bayern Munich,Bundesliga,MF,18.0,1465.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6580,2022,Manuel Neuer,Bayern Munich,Bundesliga,GK,35.0,2510.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
6581,2022,Benjamin Pavard,Bayern Munich,Bundesliga,DF,25.0,2076.0,DEF,2,0,-1,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Unassigned/Noise
6582,2022,Marcel Sabitzer,Bayern Munich,Bundesliga,MF,27.0,905.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6583,2022,Leroy Sané,Bayern Munich,Bundesliga,FW,25.0,1976.0,FWD,0,0,-1,2,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
6584,2022,Niklas Süle,Bayern Munich,Bundesliga,DF,25.0,1837.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6585,2022,Dayot Upamecano,Bayern Munich,Bundesliga,DF,22.0,2211.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6586,2022,Marc Bartra,Betis,La Liga,DF,30.0,1993.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6587,2022,Héctor Bellerín,Betis,La Liga,DF,26.0,1979.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6588,2022,Claudio Bravo,Betis,La Liga,GK,38.0,1456.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
6589,2022,Sergio Canales,Betis,La Liga,FW,30.0,2791.0,FWD,0,0,-1,0,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
6590,2022,William Carvalho,Betis,La Liga,MF,29.0,1805.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6591,2022,Nabil Fekir,Betis,La Liga,MF,28.0,2794.0,MID,2,0,0,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Crossing
6592,2022,Édgar González,Betis,La Liga,DF,24.0,1464.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6593,2022,Andrés Guardado,Betis,La Liga,MF,34.0,1393.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6594,2022,Borja Iglesias,Betis,La Liga,FW,28.0,1573.0,FWD,2,1,7,1,-1,1,Clinical Finisher,Balanced Forward,Balanced Forward
6595,2022,Willian José,Betis,La Liga,FW,29.0,1604.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
6596,2022,Juanmi,Betis,La Liga,FW,28.0,2131.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
6597,2022,Álex Moreno,Betis,La Liga,DF,28.0,2404.0,DEF,0,1,4,1,-1,1,Crossing Fullback,Balanced Defender,Progressive Fullback/Ball-Playing Defender
6598,2022,Germán Pezzella,Betis,La Liga,DF,30.0,1988.0,DEF,2,0,0,0,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6599,2022,Guido Rodríguez,Betis,La Liga,MF,27.0,2529.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6600,2022,Víctor Ruiz,Betis,La Liga,DF,32.0,1424.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6601,2022,Rui Silva,Betis,La Liga,GK,27.0,1964.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
6602,2022,Christopher Antwi-Adjei,Bochum,Bundesliga,FW,27.0,1130.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
6603,2022,Takuma Asano,Bochum,Bundesliga,FW,26.0,1608.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
6604,2022,Armel Bella Kotchap,Bochum,Bundesliga,DF,19.0,1768.0,DEF,1,0,0,2,-1,0,Balanced Defender,Defensive Defender/Pressing,Defensive Defender
6605,2022,Cristian Gamboa,Bochum,Bundesliga,DF,31.0,1722.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6606,2022,Gerrit Holtmann,Bochum,Bundesliga,FW,26.0,1840.0,FWD,1,1,5,0,-1,1,Balanced Forward,Balanced Forward,Pressing Forward/Defensive
6607,2022,Vassilis Lambropoulos,Bochum,Bundesliga,DF,31.0,1168.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6608,2022,Maxim Leitsch,Bochum,Bundesliga,DF,23.0,1538.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6609,2022,Anthony Losilla,Bochum,Bundesliga,MF,35.0,2935.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6610,2022,Eduard Löwen,Bochum,Bundesliga,MF,24.0,1416.0,MID,2,1,1,2,-1,2,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6611,2022,Erhan Mašović,Bochum,Bundesliga,DF,22.0,1552.0,DEF,1,0,1,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Balanced Defender
6612,2022,Miloš Pantović,Bochum,Bundesliga,MF,25.0,1533.0,MID,2,1,1,2,-1,2,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6613,2022,Sebastian Polter,Bochum,Bundesliga,FW,30.0,2341.0,FWD,2,1,8,2,-1,2,Clinical Finisher,Balanced Forward,Clinical Finisher/Defensive
6614,2022,Elvis Rexhbeçaj,Bochum,Bundesliga,MF,23.0,2542.0,MID,0,1,1,0,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6615,2022,Manuel Riemann,Bochum,Bundesliga,GK,32.0,2790.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6616,2022,Danilo Soares,Bochum,Bundesliga,DF,29.0,2564.0,DEF,0,2,-1,1,-1,0,Crossing Fullback,Crossing Fullback,Unassigned/Noise
6617,2022,Kostas Stafylidis,Bochum,Bundesliga,DF,27.0,1388.0,DEF,1,1,2,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback
6618,2022,Marko Arnautović,Bologna,Serie A,FW,32.0,2694.0,FWD,2,2,-1,2,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
6619,2022,Musa Barrow,Bologna,Serie A,FW,22.0,2134.0,FWD,0,1,2,0,-1,0,Crossing Winger,Balanced Forward,Crossing Winger
6620,2022,Kevin Bonifazi,Bologna,Serie A,DF,25.0,1210.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6621,2022,Lorenzo De Silvestri,Bologna,Serie A,DF,33.0,2294.0,DEF,0,0,5,0,-1,0,Crossing Fullback,Defensive Defender/Pressing,Progressive Fullback/Clinical
6622,2022,Nicolás Domínguez,Bologna,Serie A,MF,23.0,2015.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6623,2022,Aaron Hickey,Bologna,Serie A,DF,19.0,2820.0,DEF,0,2,5,0,-1,0,Crossing Fullback,Crossing Fullback,Progressive Fullback/Clinical
6624,2022,Gary Medel,Bologna,Serie A,DF,33.0,2823.0,DEF,2,2,1,2,-1,2,Defensive Defender/Pressing,Crossing Fullback,Balanced Defender
6625,2022,Riccardo Orsolini,Bologna,Serie A,FW,24.0,1785.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
6626,2022,Jerdy Schouten,Bologna,Serie A,MF,24.0,1392.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6627,2022,Łukasz Skorupski,Bologna,Serie A,GK,30.0,3240.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6628,2022,Roberto Soriano,Bologna,Serie A,MF,30.0,2622.0,MID,1,1,1,1,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6629,2022,Adama Soumaoro,Bologna,Serie A,DF,29.0,2266.0,DEF,1,0,0,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Defensive Defender
6630,2022,Mattias Svanberg,Bologna,Serie A,MF,22.0,2564.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6631,2022,Arthur Theate,Bologna,Serie A,DF,21.0,2424.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6632,2022,Yacine Adli,Bordeaux,Ligue 1,MF,21.0,2260.0,MID,2,1,1,0,-1,0,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6633,2022,Anel Ahmedhodžić,Bordeaux,Ligue 1,DF,22.0,1350.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6634,2022,Benoît Costil,Bordeaux,Ligue 1,GK,34.0,2250.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6635,2022,Javairô Dilrosun,Bordeaux,Ligue 1,MF,23.0,1732.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6636,2022,Alberth Elis,Bordeaux,Ligue 1,FW,25.0,1409.0,FWD,2,1,7,0,-1,0,Clinical Finisher,Balanced Forward,Balanced Forward
6637,2022,Fransérgio,Bordeaux,Ligue 1,MF,30.0,1258.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6638,2022,Josuha Guilavogui,Bordeaux,Ligue 1,MF,30.0,1331.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6639,2022,Laurent Koscielny,Bordeaux,Ligue 1,DF,35.0,933.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6640,2022,Enock Kwateng,Bordeaux,Ligue 1,DF,24.0,2002.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6641,2022,Tom Lacoux,Bordeaux,Ligue 1,DF,19.0,907.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6642,2022,Ricardo Mangas,Bordeaux,Ligue 1,DF,23.0,2353.0,DEF,1,0,5,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Progressive Fullback/Clinical
6643,2022,Sekou Mara,Bordeaux,Ligue 1,FW,19.0,905.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6644,2022,Gideon Mensah,Bordeaux,Ligue 1,DF,23.0,1208.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6645,2022,Mexer,Bordeaux,Ligue 1,DF,32.0,1227.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6646,2022,Jean Onana,Bordeaux,Ligue 1,MF,21.0,1832.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6647,2022,Otávio,Bordeaux,Ligue 1,MF,27.0,1147.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6648,2022,Remi Oudin,Bordeaux,Ligue 1,MF,24.0,1737.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
6649,2022,Timothee Pembele,Bordeaux,Ligue 1,DF,18.0,1414.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6650,2022,Gaëtan Poussin,Bordeaux,Ligue 1,GK,22.0,1170.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
6651,2022,Stian Rode Gregersen,Bordeaux,Ligue 1,DF,26.0,1953.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6652,2022,Hwang Ui-jo,Bordeaux,Ligue 1,FW,28.0,2508.0,FWD,2,2,-1,1,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
6653,2022,Kristoffer Ajer,Brentford,Premier League,DF,23.0,1995.0,DEF,1,1,-1,2,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6654,2022,Shandon Baptiste,Brentford,Premier League,MF,23.0,910.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6655,2022,Sergi Canós,Brentford,Premier League,DF,24.0,2083.0,DEF,0,1,-1,1,-1,1,Crossing Fullback,Balanced Defender,Unassigned/Noise
6656,2022,Christian Eriksen,Brentford,Premier League,MF,29.0,939.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6657,2022,Álvaro Fernández,Brentford,Premier League,GK,23.0,1080.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
6658,2022,Rico Henry,Brentford,Premier League,DF,24.0,2776.0,DEF,1,0,5,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Progressive Fullback/Clinical
6659,2022,Vitaly Janelt,Brentford,Premier League,MF,23.0,2298.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6660,2022,Pontus Jansson,Brentford,Premier League,DF,30.0,3321.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6661,2022,Mathias Jensen,Brentford,Premier League,MF,25.0,1601.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6662,2022,Bryan Mbeumo,Brentford,Premier League,FW,21.0,2905.0,FWD,0,0,-1,0,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
6663,2022,Christian Nørgaard,Brentford,Premier League,MF,27.0,3054.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6664,2022,Frank Onyeka,Brentford,Premier League,MF,23.0,1045.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6665,2022,Ethan Pinnock,Brentford,Premier League,DF,28.0,2694.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6666,2022,David Raya,Brentford,Premier League,GK,25.0,2160.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
6667,2022,Mads Roerslev,Brentford,Premier League,DF,22.0,1240.0,DEF,1,1,3,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6668,2022,Ivan Toney,Brentford,Premier League,FW,25.0,2909.0,FWD,2,2,-1,2,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
6669,2022,Yoane Wissa,Brentford,Premier League,FW,24.0,1284.0,FWD,1,2,-1,1,-1,1,Balanced Forward,Clinical Finisher,Unassigned/Noise
6670,2022,Lucien Agoume,Brest,Ligue 1,MF,19.0,1868.0,MID,1,1,1,2,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6671,2022,Haris Belkebla,Brest,Ligue 1,MF,27.0,2310.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6672,2022,Marco Bizot,Brest,Ligue 1,GK,30.0,3420.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6673,2022,Lilian Brassier,Brest,Ligue 1,DF,21.0,2263.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6674,2022,Irvin Cardona,Brest,Ligue 1,FW,23.0,1334.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6675,2022,Brendan Chardonnet,Brest,Ligue 1,DF,26.0,2686.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6676,2022,Romain Del Castillo,Brest,Ligue 1,MF,25.0,975.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6677,2022,Jean-Kevin Duverne,Brest,Ligue 1,DF,24.0,3007.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
6678,2022,Romain Faivre,Brest,Ligue 1,MF,23.0,1795.0,MID,2,0,1,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
6679,2022,Christophe Hérelle,Brest,Ligue 1,DF,28.0,1932.0,DEF,1,0,0,2,-1,0,Balanced Defender,Defensive Defender/Pressing,Defensive Defender
6680,2022,Franck Honorat,Brest,Ligue 1,FW,24.0,2899.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
6681,2022,Jérémy Le Douaron,Brest,Ligue 1,FW,23.0,1446.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
6682,2022,Hugo Magnetti,Brest,Ligue 1,MF,23.0,1463.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6683,2022,Steve Mounié,Brest,Ligue 1,FW,26.0,2312.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
6684,2022,Ronaël Pierre-Gabriel,Brest,Ligue 1,DF,23.0,2548.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
6685,2022,Martin Satriano,Brest,Ligue 1,FW,20.0,932.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
6686,2022,Yves Bissouma,Brighton,Premier League,MF,24.0,2111.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6687,2022,Dan Burn,Brighton,Premier League,DF,29.0,1022.0,DEF,1,2,0,0,-1,0,Balanced Defender,Crossing Fullback,Defensive Defender
6688,2022,Marc Cucurella,Brighton,Premier League,DF,23.0,3089.0,DEF,0,2,6,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback/Pressing
6689,2022,Shane Duffy,Brighton,Premier League,DF,29.0,1436.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6690,2022,Lewis Dunk,Brighton,Premier League,DF,29.0,2573.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6691,2022,Pascal Groß,Brighton,Premier League,MF,30.0,2038.0,MID,2,0,1,0,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
6692,2022,Adam Lallana,Brighton,Premier League,MF,33.0,1561.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6693,2022,Tariq Lamptey,Brighton,Premier League,DF,20.0,1561.0,DEF,0,1,-1,0,-1,0,Crossing Fullback,Balanced Defender,Unassigned/Noise
6694,2022,Alexis Mac Allister,Brighton,Premier League,MF,22.0,2123.0,MID,2,0,1,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
6695,2022,Solly March,Brighton,Premier League,DF,27.0,1746.0,DEF,0,2,-1,1,-1,0,Crossing Fullback,Crossing Fullback,Unassigned/Noise
6696,2022,Neal Maupay,Brighton,Premier League,FW,24.0,2276.0,FWD,2,1,8,2,-1,2,Clinical Finisher,Balanced Forward,Clinical Finisher/Defensive
6697,2022,Jakub Moder,Brighton,Premier League,MF,22.0,1701.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6698,2022,Enock Mwepu,Brighton,Premier League,MF,23.0,996.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6699,2022,Robert Sánchez,Brighton,Premier League,GK,23.0,3329.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6700,2022,Leandro Trossard,Brighton,Premier League,FW,26.0,2805.0,FWD,0,0,-1,2,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
6701,2022,Joël Veltman,Brighton,Premier League,DF,29.0,2874.0,DEF,2,0,6,1,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Crossing Fullback/Pressing
6702,2022,Adam Webster,Brighton,Premier League,DF,26.0,1434.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6703,2022,Danny Welbeck,Brighton,Premier League,FW,30.0,1478.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6704,2022,Jóhann Berg Guðmundsson,Burnley,Premier League,MF,30.0,1102.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6705,2022,Josh Brownhill,Burnley,Premier League,MF,25.0,2955.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6706,2022,Nathan Collins,Burnley,Premier League,DF,20.0,1670.0,DEF,2,1,0,2,-1,2,Defensive Defender/Pressing,Balanced Defender,Defensive Defender
6707,2022,Jack Cork,Burnley,Premier League,MF,32.0,1670.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6708,2022,Maxwel Cornet,Burnley,Premier League,FW,24.0,1766.0,FWD,2,1,3,0,-1,0,Clinical Finisher,Balanced Forward,Crossing Winger
6709,2022,Aaron Lennon,Burnley,Premier League,MF,34.0,1551.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
6710,2022,Matthew Lowton,Burnley,Premier League,DF,32.0,1772.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
6711,2022,Dwight McNeil,Burnley,Premier League,MF,21.0,3107.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6712,2022,Ben Mee,Burnley,Premier League,DF,31.0,1839.0,DEF,2,1,0,0,-1,0,Defensive Defender/Pressing,Balanced Defender,Defensive Defender
6713,2022,Nick Pope,Burnley,Premier League,GK,29.0,3240.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6714,2022,Connor Roberts,Burnley,Premier League,DF,25.0,1692.0,DEF,1,1,3,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
6715,2022,Jay Rodriguez,Burnley,Premier League,FW,32.0,1382.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6716,2022,James Tarkowski,Burnley,Premier League,DF,28.0,3106.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6717,2022,Charlie Taylor,Burnley,Premier League,DF,27.0,2731.0,DEF,0,0,1,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Balanced Defender
6718,2022,Wout Weghorst,Burnley,Premier League,FW,28.0,1450.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6719,2022,Ashley Westwood,Burnley,Premier League,MF,31.0,2287.0,MID,0,2,1,2,-1,2,Balanced Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
6720,2022,Chris Wood,Burnley,Premier League,FW,29.0,1367.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6721,2022,Giorgio Altare,Cagliari,Serie A,DF,22.0,1466.0,DEF,1,1,-1,2,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
6722,2022,Keita Baldé,Cagliari,Serie A,FW,26.0,1229.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
6723,2022,Raoul Bellanova,Cagliari,Serie A,DF,21.0,2496.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
6724,2022,Andrea Carboni,Cagliari,Serie A,DF,20.0,2215.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
6725,2022,Luca Ceppitelli,Cagliari,Serie A,DF,31.0,1445.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6726,2022,Alessio Cragno,Cagliari,Serie A,GK,27.0,3150.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
6727,2022,Alessandro Deiola,Cagliari,Serie A,MF,25.0,2129.0,MID,1,1,1,2,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6728,2022,Edoardo Goldaniga,Cagliari,Serie A,DF,27.0,934.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
6729,2022,Alberto Grassi,Cagliari,Serie A,MF,26.0,2174.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
6730,2022,Dalbert Henrique,Cagliari,Serie A,DF,27.0,2081.0,DEF,0,2,2,0,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
6731,2022,Matteo Lovato,Cagliari,Serie A,DF,21.0,1238.0,DEF,1,0,0,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Defensive Defender
6732,2022,Charalampos Lykogiannis,Cagliari,Serie A,DF,27.0,1817.0,DEF,1,1,2,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback
6733,2022,Răzvan Marin,Cagliari,Serie A,MF,25.0,2816.0,MID,2,2,1,0,-1,2,Crossing/Playmaker,Pressing Midfielder/Defensive,Balanced Midfielder
